Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guinea-Bissau,GNB,..,..,..,..,0.045,0.07,0.045,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Guyana,GUY,0.1700000018,0.48,..,..,..,..,0.214,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Haiti,HTI,0.0799999982,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Honduras,HND,0.6999999881,0.57,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Hungary,HUN,2.8,..,3.04,2.783,3.097,..,3.408,2.96,3.08,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iceland,ISL,2.8,3.4,3.77,..,3.934,..,3.733,3.456,3.476,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,India,IND,..,..,..,..,..,0.649,0.649,..,0.702,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Indonesia,IDN,0.1441999972,0.162,0.13,0.288,..,..,0.288,..,0.204,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,0.89,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Iraq,IRQ,0.6029000282,..,..,0.528,..,..,0.607,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ireland,IRL,..,2.2,2.94,3.08,3.187,..,3.173,..,2.719,2.67,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Israel,ISR,3.2070000172,3.766,3.67,3.633,..,..,3.65,3.346,3.344,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Italy,ITA,..,4.2,3.7,..,4.242,3.802,3.486,4.092,3.764,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jamaica,JAM,0.5699999928,..,..,..,0.411,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Japan,JPN,1.7,1.9,2.063,..,2.142,..,2.297,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Jordan,JOR,..,..,..,2.561,..,..,2.558,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kazakhstan,KAZ,3.9758999348,3.292,3.88,3.877,3.7,..,4.099,3.84,3.583,3.617,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kenya,KEN,0.0450999998,..,..,..,..,..,..,0.181,..,0.198,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kiribati,KIR,0.1934999973,..,0.297,..,..,..,0.376,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Dem. Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Korea, Rep.",KOR,0.8,1.3,..,..,1.967,..,2.024,..,2.143,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kosovo,KSV,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kuwait,KWT,0.1831,..,1.8,1.8,2.1,2.4,2.5,2.6,2.7,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Kyrgyz Republic,KGZ,3.3740999699,2.823,2.39,2.301,..,..,2.301,2.469,1.964,1.969,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lao PDR,LAO,0.2343000025,..,..,..,..,0.187,0.272,..,0.182,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Latvia,LVA,4.1177000999,3.204,3.14,3.039,..,..,2.899,2.878,3.579,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lebanon,LBN,..,..,3.254,..,..,3.54,3.54,3.2,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lesotho,LSO,0.0430000015,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liberia,LBR,..,..,..,..,0.014,..,0.014,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Libya,LBY,1.07099998,..,..,..,..,1.9,1.9,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Lithuania,LTU,4.0269999504,4.01,3.95,4.034,3.664,..,3.641,..,4.116,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Luxembourg,LUX,2,2.5,..,2.862,..,..,2.766,2.779,2.824,2.9,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Macedonia, FYR",MKD,2.1677000523,2.201,2.5463,..,2.627,2.624,2.627,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Madagascar,MDG,0.1196999997,..,..,0.161,..,..,0.161,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malawi,MWI,0.0219000001,..,..,..,0.019,0.019,0.019,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malaysia,MYS,0.391900003,0.702,..,..,0.941,..,1.198,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Maldives,MDV,0.0697999969,0.777,..,1.595,..,..,1.415,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mali,MLI,0.0513999984,0.044,..,0.074,0.049,..,0.083,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Malta,MLT,2.2592000961,2.654,3.88,3.351,..,..,3.112,3.226,3.495,3.486,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Marshall Islands,MHL,..,0.47,..,..,0.559,..,0.438,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritania,MRT,0.0627000034,..,..,..,..,0.13,0.13,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mauritius,MUS,0.8108000159,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mexico,MEX,1,1.98,..,..,..,1.959,1.959,2.095,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Micronesia, Fed. Sts.",FSM,..,0.598,..,..,..,0.177,0.177,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Moldova,MDA,3.5501999855,3.18,2.66,2.668,..,..,2.677,3.643,2.859,2.984,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Monaco,MCO,..,..,..,..,..,..,..,7.056,7.167,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mongolia,MNG,2.5383999348,..,..,..,2.763,..,2.763,2.837,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Montenegro,MNE,..,..,2.03,1.986,..,..,2.026,1.979,..,2.113,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Morocco,MAR,..,..,..,0.564,..,0.62,0.62,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Mozambique,MOZ,0.0121790003,0.024,0.027,..,0.026,..,0.026,..,0.04,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Myanmar,MMR,0.0784000009,0.302,..,..,0.457,..,0.501,..,0.612,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Namibia,NAM,..,..,..,0.374,..,..,0.374,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nepal,NPL,0.0507000014,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Netherlands,NLD,2.5,3.2,..,3.921,2.859,..,2.859,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,New Zealand,NZL,1.9,2.2,..,2.384,..,..,2.735,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nicaragua,NIC,0.6571000218,..,..,..,..,..,..,..,..,..,0.897,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Niger,NER,0.0184000004,..,..,..,0.019,..,0.019,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Nigeria,NGA,..,0.269,..,..,0.395,0.408,0.395,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Norway,NOR,..,2.9,3.77,3.889,4.076,4.159,4.159,3.739,4.281,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Oman,OMN,0.6108999848,..,..,1.84,1.901,..,2.048,2.223,2.429,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Pakistan,PAK,0.461800009,..,..,0.777,..,0.813,0.827,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Palau,PLW,..,1.58,1.3,..,..,..,1.381,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Panama,PAN,1.6399999857,1.502,..,..,..,..,..,1.554,..,1.65,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Papua New Guinea,PNG,0.0727000013,0.05,..,..,0.053,..,0.058,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Paraguay,PRY,0.6499999762,1.17,..,..,..,..,..,..,1.227,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Peru,PER,1.0644999743,..,..,..,..,0.92,0.92,..,1.132,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Philippines,PHL,0.1186999977,0.585,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Poland,POL,2.1,2.2,2.012,..,2.144,..,2.068,2.199,2.219,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Portugal,PRT,2.8,3.2,..,..,..,..,3.868,..,4.1,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Qatar,QAT,1.5,..,2.757,..,..,..,7.739,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Romania,ROM,1.8018000126,1.889,1.9166,..,..,..,2.385,2.386,2.448,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Russian Federation,RUS,4.070400238,4.213,4.309,..,..,..,4.3089,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Rwanda,RWA,..,..,..,..,..,..,0.056,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Samoa,WSM,..,..,..,..,0.452,..,0.479,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,San Marino,SMR,47.35,..,..,..,..,..,..,4.883,5.133,5.1,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sao Tome and Principe,STP,0.5303999782,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Saudi Arabia,SAU,1.4334000349,..,..,1.622,0.939,0.767,0.939,..,2.491,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Senegal,SEN,0.0549000017,..,..,..,0.059,..,0.059,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Serbia,SRB,..,..,1.99,2.035,..,2.114,2.112,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,1.067,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sierra Leone,SLE,..,..,..,..,0.016,..,0.022,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Singapore,SGP,1.2657999992,..,..,..,..,..,1.921,..,..,1.95,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovak Republic,SVK,..,3.2,..,3,..,..,3,..,3.32,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Slovenia,SVN,1.9901000261,2.17,2.424,..,2.473,..,2.542,2.516,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Solomon Islands,SLB,..,..,..,..,..,0.224,0.224,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Somalia,SOM,..,..,0.035,..,..,..,0.035,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Africa,ZAF,..,..,..,..,..,..,..,0.758,..,0.776,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Spain,ESP,..,3.2,..,3.757,..,..,3.957,3.961,3.695,4.949,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sri Lanka,LKA,..,0.428,0.492,..,..,..,0.68,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Kitts and Nevis,KNA,0.8999999762,1.0952,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Lucia,LCA,0.349999994,..,..,..,..,0.108,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,St. Vincent and the Grenadines,VCT,0.4600000083,0.7542,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sudan,SDN,..,0.158,0.3,..,0.28,..,0.28,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Suriname,SUR,0.75,0.45,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Swaziland,SWZ,0.1077999994,0.176,..,..,..,0.17,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Sweden,SWE,2.9,3.1,3.583,3.265,3.77,3.868,3.77,3.926,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Switzerland,CHE,3,3.5,3.97,..,..,..,4.082,3.938,4.049,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Syrian Arab Republic,SYR,0.834800005,..,0.53,..,1.5,..,1.455,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tajikistan,TJK,2.5508999825,2.13,2.0128,..,..,..,2.101,1.899,..,1.918,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tanzania,TZA,..,..,0.008,..,..,..,0.008,..,0.031,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Thailand,THA,0.2252999991,0.285,0.313,0.334,0.316,..,0.393,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Timor-Leste,TMP,..,..,..,..,..,..,..,0.073,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Togo,TGO,..,..,..,..,0.053,..,0.053,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tonga,TON,..,0.499,..,..,..,..,0.563,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Trinidad and Tobago,TTO,0.7200000286,..,..,1.175,..,..,1.175,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tunisia,TUN,0.5282999873,..,..,..,..,..,1.222,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkey,TUR,0.9,1.3,1.56,..,1.451,..,1.538,1.711,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turkmenistan,TKM,3.613699913,..,2.49,2.438,..,..,2.389,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Tuvalu,TUV,..,..,..,..,0.636,1.091,1.091,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uganda,UGA,..,..,..,..,..,..,0.117,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Ukraine,UKR,4.2895002365,2.978,3.1254,..,..,..,3.246,3.517,3.531,3.543,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Arab Emirates,ARE,0.8274999857,..,..,1.93,..,..,2.533,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United Kingdom,GBR,1.6,1.9,..,..,..,..,2.743,2.765,2.79,2.809,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,United States,USA,1.8,2.56,..,..,..,2.422,2.422,2.452,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uruguay,URY,3.6800000668,..,..,4.181,3.736,..,3.736,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Uzbekistan,UZB,3.3875000477,2.946,..,2.617,..,..,2.539,..,2.381,2.534,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vanuatu,VUT,..,..,..,..,0.116,..,0.116,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Venezuela, RB",VEN,1.5643999577,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Vietnam,VNM,0.4038999975,..,..,..,1.224,..,1.224,1.159,..,1.19,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Virgin Islands (U.S.),VIR,1.6499999762,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,West Bank and Gaza,WBG,..,..,..,..,..,..,..,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,"Yemen, Rep.",YEM,0.0070000002,..,..,..,..,..,0.197,..,..,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zambia,ZMB,0.0916000009,..,0.055,..,..,..,0.066,..,0.173,..,..,..
"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,Zimbabwe,ZWE,0.1353999972,..,..,..,..,0.062,..,0.083,..,..,..,..
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Afghanistan,AFG,..,23.4,26.9,27.4,28,28.7,29.3,29.9,30.5,31.1,31.8,31.9
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Albania,ALB,78.1,83.4,88.1,88.9,89.6,90.2,90.9,91.5,92.1,92.7,93.2,93.2
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Algeria,DZA,80.3,83.6,85.6,85.8,86.1,86.4,86.6,86.8,87,87.2,87.4,87.6
Improved sanitation facilities (% of population with access),SH.STA.ACSN,American Samoa,ASM,61,61.5,62,62.1,62.1,62.2,62.3,62.4,62.5,62.5,62.5,62.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Andorra,ADO,100,100,100,100,100,100,100,100,100,100,100,100
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Angola,AGO,22.4,32.1,40.4,41.8,43.3,44.7,46.2,47.6,49.1,50.6,51.1,51.6
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Antigua and Barbuda,ATG,74.7,84.6,90.4,91.4,91.4,91.4,91.4,91.4,..,..,..,..
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Argentina,ARG,87.4,91.4,93.5,93.9,94.2,94.5,94.9,95.2,95.5,95.8,96.1,96.4
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Armenia,ARM,..,89.3,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Aruba,ABW,98.6,98.2,97.9,97.9,97.8,97.8,97.7,97.7,97.7,97.7,97.7,97.7
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Australia,AUS,100,100,100,100,100,100,100,100,100,100,100,100
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Austria,AUT,100,100,100,100,100,100,100,100,100,100,100,100
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Azerbaijan,AZE,..,65.6,75.3,76.8,78.4,80,81.6,83.2,84.7,86.3,87.9,89.3
Improved sanitation facilities (% of population with access),SH.STA.ACSN,"Bahamas, The",BHS,..,88.6,90.3,90.6,90.9,91.2,91.4,91.7,92,92,92,92
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bahrain,BHR,99,99.1,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2,99.2
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bangladesh,BGD,34.4,45.4,51.8,52.8,53.8,54.8,55.8,56.8,57.7,58.7,59.6,60.6
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Barbados,BRB,80,86.8,90.8,91.5,92.2,92.8,93.5,94.2,94.9,95.5,96.2,96.2
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Belarus,BLR,95.1,94.8,94.6,94.6,94.5,94.5,94.5,94.4,94.4,94.4,94.3,94.3
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Belgium,BEL,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5,99.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Belize,BLZ,75.9,82.7,86.6,87.3,87.9,88.6,89.2,89.9,90.2,90.6,90.5,90.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Benin,BEN,6.8,11.9,15.1,15.6,16.2,16.7,17.3,17.8,18.4,19,19.6,19.7
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bhutan,BTN,18.9,31,40.5,42.1,43.6,45.2,46.8,48.3,49.4,49.7,50.1,50.4
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bolivia,BOL,28.4,37.7,43.1,44,44.9,45.8,46.7,47.5,48.4,49.3,50.2,50.3
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bosnia and Herzegovina,BIH,..,94.9,94.8,94.8,94.8,94.8,94.8,94.8,94.8,94.8,94.8,94.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Botswana,BWA,39.3,51.6,57.2,58,58.9,59.8,60.6,61.5,62.4,63.3,63.3,63.4
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Brazil,BRA,66.6,74.7,78.2,78.8,79.4,79.9,80.5,81.1,81.6,82.1,82.7,82.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Bulgaria,BGR,85.3,85.6,85.9,85.9,85.9,85.9,85.9,85.9,86,86,86,86
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Burkina Faso,BFA,7.7,11.6,15,15.6,16.2,16.8,17.4,18,18.6,19,19.4,19.7
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Burundi,BDI,41.7,44.3,45.9,46.1,46.4,46.7,46.9,47.2,47.5,47.8,48,48
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cabo Verde,CPV,..,43.6,56.1,58.1,60.2,62.2,64.2,66.2,68.1,70.1,72,72.2
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cambodia,KHM,2.9,16.3,26.6,28.4,30.1,31.9,33.6,35.4,37.2,39,40.8,42.4
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cameroon,CMR,39.9,42.2,43.7,43.9,44.2,44.4,44.7,44.9,45.2,45.4,45.6,45.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Canada,CAN,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8,99.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cayman Islands,CYM,95.6,95.5,95.6,95.6,95.5,95.6,95.6,95.6,95.6,95.6,95.5,95.6
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Central African Republic,CAF,14.6,17.2,19.2,19.6,19.9,20.3,20.7,21.1,21.5,21.6,21.7,21.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Chad,TCD,7.8,9.7,10.8,11,11.2,11.4,11.6,11.8,12,12,12,12.1
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Chile,CHL,84.8,91.7,95.4,96,96.6,97.1,97.7,98.3,98.8,99,99,99.1
Improved sanitation facilities (% of population with access),SH.STA.ACSN,China,CHN,47.5,58.8,66.1,67.2,68.4,69.6,70.8,71.9,73.1,74.2,75.4,76.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Colombia,COL,69,74.6,77.5,78,78.4,78.9,79.3,79.8,80.2,80.6,81.1,81.1
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Comoros,COM,18.2,25.1,29.6,30.4,31.2,31.9,32.7,33.5,34.2,35,35.8,35.8
Improved sanitation facilities (% of population with access),SH.STA.ACSN,"Congo, Dem. Rep.",ZAR,19.2,22.7,25.2,25.6,26,26.4,26.8,27.2,27.6,27.9,28.3,28.7
Improved sanitation facilities (% of population with access),SH.STA.ACSN,"Congo, Rep.",COG,..,12.7,13.6,13.7,13.9,14.1,14.3,14.4,14.6,14.8,14.9,15
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Costa Rica,CRI,88.4,91.4,93,93.3,93.5,93.7,93.9,94.1,94.3,94.5,94.5,94.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cote d'Ivoire,CIV,14.9,17.6,19.5,19.9,20.2,20.6,20.9,21.3,21.6,22,22.3,22.5
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Croatia,HRV,97.3,97.3,97.2,97.2,97.1,97.1,97.1,97.1,97.1,97.1,97.1,97
Improved sanitation facilities (% of population with access),SH.STA.ACSN,Cuba,CUB,81.5,86.7,89.7,90.2,90.7,91.2,91.7,92.2,92.7,93.1,93.2,93.2
